trust_name,ticker,aic_sector,date,price_gbx_or_gbp
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2011-09-30,123.755
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2011-11-01,117.871
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2011-12-01,595.339
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2012-01-01,121.511
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2012-02-01,132.929
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2012-03-01,716.999
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2012-03-31,146.990
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2012-04-30,138.912
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2012-05-31,729.963
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2012-06-30,147.987
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2012-07-31,158.757
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2012-08-31,820.710
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2012-09-30,172.842
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2012-11-01,175.036
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2012-12-01,182.217
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2013-01-01,191.643
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2013-02-01,206.653
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2013-03-01,198.506
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2013-03-31,217.225
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2013-04-30,222.012
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2013-05-31,196.837
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2013-06-30,199.472
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2013-07-31,178.918
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2013-08-31,188.002
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2013-09-30,192.914
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2013-11-01,179.033
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2013-12-01,174.461
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2014-01-01,156.456
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2014-02-01,162.092
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2014-03-01,159.798
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2014-03-31,168.476
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2014-04-30,180.338
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2014-05-31,181.044
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2014-06-30,188.725
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2014-07-31,194.369
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2014-08-31,196.306
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2014-09-30,195.807
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2014-11-01,194.961
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2014-12-01,181.567
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2015-01-01,197.654
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2015-02-01,192.523
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2015-03-01,175.880
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2015-03-31,175.082
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2015-04-30,193.774
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2015-05-31,162.712
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2015-06-30,157.624
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2015-07-31,147.548
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2015-08-31,140.465
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2015-09-30,165.980
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2015-11-01,148.676
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2015-12-01,147.079
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2016-01-01,166.660
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2016-02-01,146.480
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2016-03-01,156.658
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2016-03-31,181.460
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2016-04-30,158.255
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2016-05-31,170.428
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2016-06-30,206.049
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2016-07-31,190.534
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2016-08-31,187.391
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2016-09-30,200.562
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2016-11-01,187.112
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2016-12-01,219.896
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2017-01-01,195.195
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2017-02-01,199.985
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2017-03-01,204.576
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2017-03-31,230.677
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2017-04-30,207.769
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2017-05-31,215.453
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2017-06-30,211.960
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2017-07-31,212.958
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2017-08-31,232.719
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2017-09-30,211.561
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2017-11-01,205.804
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2017-12-01,230.035
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2018-01-01,205.604
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2018-02-01,206.602
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2018-03-01,235.123
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2018-03-31,209.596
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2018-04-30,208.598
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2018-05-31,235.433
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2018-06-30,209.596
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2018-07-31,211.592
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2018-08-31,232.716
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2018-09-30,190.433
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2018-11-01,202.610
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2018-12-01,202.145
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2019-01-01,205.639
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2019-02-01,209.632
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2019-03-01,238.193
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2019-03-31,211.628
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2019-04-30,210.630
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2019-05-31,245.980
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2019-06-30,229.596
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2019-07-31,242.442
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2019-08-31,214.623
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2019-09-30,210.131
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2019-11-01,238.058
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2019-12-01,214.661
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2020-01-01,211.666
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2020-02-01,227.517
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2020-03-01,147.767
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2020-03-31,166.537
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2020-04-30,210.328
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2020-05-31,193.694
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2020-06-30,195.691
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2020-07-31,199.685
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2020-08-31,205.675
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2020-09-30,230.484
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2020-11-01,217.696
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2020-12-01,233.175
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2021-01-01,263.287
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2021-02-01,274.357
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2021-03-01,249.652
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2021-03-31,256.642
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2021-04-30,253.646
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2021-05-31,261.635
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2021-06-30,305.596
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2021-07-31,276.614
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2021-08-31,287.599
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2021-09-30,320.353
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2021-11-01,287.599
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2021-12-01,298.583
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2022-01-01,270.152
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2022-02-01,260.695
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2022-03-01,276.676
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2022-03-31,303.855
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2022-04-30,262.708
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2022-05-31,251.721
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2022-06-30,290.717
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2022-07-31,266.721
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2022-08-31,255.732
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2022-09-30,227.761
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2022-11-01,246.274
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2022-12-01,283.550
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2023-01-01,262.759
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2023-02-01,258.779
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2023-03-01,254.782
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2023-03-31,281.839
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2023-04-30,247.804
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2023-05-31,249.802
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2023-06-30,263.791
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2023-07-31,258.812
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2023-08-31,300.601
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2023-09-30,243.323
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2023-11-01,254.852
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2023-12-01,308.371
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2024-01-01,257.850
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2024-02-01,258.866
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2024-03-01,314.297
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2024-03-31,275.857
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2024-04-30,272.874
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2024-05-31,333.226
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2024-06-30,277.871
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2024-07-31,323.569
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2024-08-31,284.885
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2024-09-30,280.887
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2024-11-01,344.423
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2024-12-01,292.909
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2025-01-01,297.907
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2025-02-01,287.926
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2025-03-01,288.926
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2025-03-31,284.927
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2025-04-30,343.590
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2025-05-31,323.934
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2025-06-30,342.930
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2025-07-31,390.129
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2025-08-31,360.943
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2025-09-30,375.941
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2025-11-01,413.563
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2025-12-01,363.959
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2026-01-01,421.292
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2026-02-01,451.067
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2026-03-01,369.973
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2026-03-31,436.968
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2026-04-30,481.452
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2026-05-31,449.983
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2026-06-30,417.984
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2026-07-31,453.000
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2026-08-31,442.000
Aberdeen Asia Focus,AAS,Asia Pacific Smaller Companies,2026-09-17,445.000
Aberdeen Diversified Income and Growth Trust,ADIG,Flexible Investment,2026-03-27,12.300
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2011-09-30,531.624
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2011-11-01,525.153
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2011-12-01,498.771
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2012-01-01,579.411
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2012-02-01,626.355
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2012-03-01,641.790
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2012-03-31,622.372
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2012-04-30,568.101
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2012-05-31,577.064
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2012-06-30,592.498
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2012-07-31,627.425
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2012-08-31,654.315
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2012-09-30,665.270
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2012-11-01,667.261
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2012-12-01,692.657
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2013-01-01,747.930
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2013-02-01,793.902
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2013-03-01,899.829
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2013-03-31,799.879
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2013-04-30,840.221
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2013-05-31,902.349
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2013-06-30,890.599
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2013-07-31,1000.878
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2013-08-31,981.253
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2013-09-30,1003.169
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2013-11-01,1106.405
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2013-12-01,1090.835
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2014-01-01,1108.766
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2014-02-01,1227.496
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2014-03-01,1126.865
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2014-03-31,1149.781
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2014-04-30,1185.889
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2014-05-31,1042.176
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2014-06-30,1064.095
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2014-07-31,1173.719
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2014-08-31,1086.094
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2014-09-30,1082.108
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2014-11-01,1129.647
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2014-12-01,1068.159
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2015-01-01,1146.577
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2015-02-01,1223.936
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2015-03-01,1056.372
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2015-03-31,1076.303
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2015-04-30,1297.374
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2015-05-31,1186.923
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2015-06-30,1177.954
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2015-07-31,1178.034
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2015-08-31,1088.336
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2015-09-30,1235.221
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2015-11-01,1134.181
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2015-12-01,1188.997
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2016-01-01,1153.118
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2016-02-01,988.375
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2016-03-01,1001.833
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2016-03-31,1161.129
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2016-04-30,1067.625
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2016-05-31,904.640
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2016-06-30,1149.536
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2016-07-31,1027.842
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2016-08-31,1051.769
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2016-09-30,989.958
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2016-11-01,982.980
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2016-12-01,1260.268
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2017-01-01,1139.499
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2017-02-01,1183.581
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2017-03-01,1183.581
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2017-03-31,1435.623
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2017-04-30,1315.201
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2017-05-31,1245.402
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2017-06-30,1303.235
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2017-07-31,1284.379
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2017-08-31,1482.420
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2017-09-30,1314.294
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2017-11-01,1301.331
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2017-12-01,1506.602
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2018-01-01,1342.216
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2018-02-01,1276.665
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2018-03-01,1443.709
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2018-03-31,1398.348
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2018-04-30,1420.290
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2018-05-31,1541.224
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2018-06-30,1370.420
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2018-07-31,1346.575
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2018-08-31,1494.448
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2018-09-30,1220.894
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2018-11-01,1214.910
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2018-12-01,1135.113
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2019-01-01,1220.894
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2019-02-01,1233.146
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2019-03-01,1337.544
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2019-03-31,1267.067
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2019-04-30,1243.123
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2019-05-31,1337.245
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2019-06-30,1187.252
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2019-07-31,1312.297
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2019-08-31,1243.230
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2019-09-30,1297.110
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2019-11-01,1417.862
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2019-12-01,1536.577
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2020-01-01,1434.804
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2020-02-01,1319.528
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2020-03-01,820.320
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2020-03-31,898.161
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2020-04-30,969.924
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2020-05-31,922.112
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2020-06-30,814.333
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2020-07-31,865.334
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2020-08-31,835.392
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2020-09-30,985.782
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2020-11-01,1173.740
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2020-12-01,1245.602
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2021-01-01,1297.991
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2021-02-01,1413.625
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2021-03-01,1499.385
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2021-03-31,1495.393
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2021-04-30,1519.351
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2021-05-31,1527.337
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2021-06-30,1735.484
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2021-07-31,1605.312
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2021-08-31,1503.482
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2021-09-30,1678.889
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2021-11-01,1379.690
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2021-12-01,1461.553
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2022-01-01,1435.596
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2022-02-01,1324.003
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2022-03-01,1375.924
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2022-03-31,1537.690
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2022-04-30,1302.036
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2022-05-31,1172.232
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2022-06-30,1413.877
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2022-07-31,1176.338
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2022-08-31,1088.462
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2022-09-30,1164.355
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2022-11-01,1288.180
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2022-12-01,1419.464
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2023-01-01,1378.053
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2023-02-01,1356.422
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2023-03-01,1228.570
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2023-03-31,1450.372
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2023-04-30,1242.554
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2023-05-31,1230.568
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2023-06-30,1272.519
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2023-07-31,1222.703
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2023-08-31,1387.888
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2023-09-30,1142.788
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2023-11-01,1298.623
Aberforth Smaller Companies Trust,ASL,UK Smaller Companies,2023-12-01,1488.102
