trust_name,ticker,aic_sector,date,price_gbx_or_gbp
Cordiant Digital Infrastructure,CORD,Infrastructure,2026-01-01,103.481
Cordiant Digital Infrastructure,CORD,Infrastructure,2026-02-01,105.981
Cordiant Digital Infrastructure,CORD,Infrastructure,2026-03-01,101.482
Cordiant Digital Infrastructure,CORD,Infrastructure,2026-03-31,117.979
Cordiant Digital Infrastructure,CORD,Infrastructure,2026-04-30,122.478
Cordiant Digital Infrastructure,CORD,Infrastructure,2026-05-31,125.477
Cordiant Digital Infrastructure,CORD,Infrastructure,2026-06-30,124.500
Cordiant Digital Infrastructure,CORD,Infrastructure,2026-07-31,125.500
Cordiant Digital Infrastructure,CORD,Infrastructure,2026-08-31,125.000
Cordiant Digital Infrastructure,CORD,Infrastructure,2026-09-17,125.000
Edinburgh Investment Trust,EDIN,UK Equity Income,2011-09-30,463.936
Edinburgh Investment Trust,EDIN,UK Equity Income,2011-11-01,472.832
Edinburgh Investment Trust,EDIN,UK Equity Income,2011-12-01,470.646
Edinburgh Investment Trust,EDIN,UK Equity Income,2012-01-01,474.124
Edinburgh Investment Trust,EDIN,UK Equity Income,2012-02-01,487.793
Edinburgh Investment Trust,EDIN,UK Equity Income,2012-03-01,494.652
Edinburgh Investment Trust,EDIN,UK Equity Income,2012-03-31,490.576
Edinburgh Investment Trust,EDIN,UK Equity Income,2012-04-30,465.771
Edinburgh Investment Trust,EDIN,UK Equity Income,2012-05-31,485.625
Edinburgh Investment Trust,EDIN,UK Equity Income,2012-06-30,510.085
Edinburgh Investment Trust,EDIN,UK Equity Income,2012-07-31,504.616
Edinburgh Investment Trust,EDIN,UK Equity Income,2012-08-31,514.062
Edinburgh Investment Trust,EDIN,UK Equity Income,2012-09-30,495.668
Edinburgh Investment Trust,EDIN,UK Equity Income,2012-11-01,506.159
Edinburgh Investment Trust,EDIN,UK Equity Income,2012-12-01,508.148
Edinburgh Investment Trust,EDIN,UK Equity Income,2013-01-01,527.042
Edinburgh Investment Trust,EDIN,UK Equity Income,2013-02-01,551.954
Edinburgh Investment Trust,EDIN,UK Equity Income,2013-03-01,570.939
Edinburgh Investment Trust,EDIN,UK Equity Income,2013-03-31,586.265
Edinburgh Investment Trust,EDIN,UK Equity Income,2013-04-30,581.838
Edinburgh Investment Trust,EDIN,UK Equity Income,2013-05-31,565.406
Edinburgh Investment Trust,EDIN,UK Equity Income,2013-06-30,613.749
Edinburgh Investment Trust,EDIN,UK Equity Income,2013-07-31,571.454
Edinburgh Investment Trust,EDIN,UK Equity Income,2013-08-31,596.341
Edinburgh Investment Trust,EDIN,UK Equity Income,2013-09-30,570.976
Edinburgh Investment Trust,EDIN,UK Equity Income,2013-11-01,599.079
Edinburgh Investment Trust,EDIN,UK Equity Income,2013-12-01,600.869
Edinburgh Investment Trust,EDIN,UK Equity Income,2014-01-01,581.470
Edinburgh Investment Trust,EDIN,UK Equity Income,2014-02-01,617.833
Edinburgh Investment Trust,EDIN,UK Equity Income,2014-03-01,590.971
Edinburgh Investment Trust,EDIN,UK Equity Income,2014-03-31,602.413
Edinburgh Investment Trust,EDIN,UK Equity Income,2014-04-30,634.123
Edinburgh Investment Trust,EDIN,UK Equity Income,2014-05-31,602.048
Edinburgh Investment Trust,EDIN,UK Equity Income,2014-06-30,607.024
Edinburgh Investment Trust,EDIN,UK Equity Income,2014-07-31,630.428
Edinburgh Investment Trust,EDIN,UK Equity Income,2014-08-31,604.535
Edinburgh Investment Trust,EDIN,UK Equity Income,2014-09-30,626.926
Edinburgh Investment Trust,EDIN,UK Equity Income,2014-11-01,666.454
Edinburgh Investment Trust,EDIN,UK Equity Income,2014-12-01,648.122
Edinburgh Investment Trust,EDIN,UK Equity Income,2015-01-01,683.103
Edinburgh Investment Trust,EDIN,UK Equity Income,2015-02-01,704.176
Edinburgh Investment Trust,EDIN,UK Equity Income,2015-03-01,658.871
Edinburgh Investment Trust,EDIN,UK Equity Income,2015-03-31,668.326
Edinburgh Investment Trust,EDIN,UK Equity Income,2015-04-30,715.149
Edinburgh Investment Trust,EDIN,UK Equity Income,2015-05-31,663.484
Edinburgh Investment Trust,EDIN,UK Equity Income,2015-06-30,685.882
Edinburgh Investment Trust,EDIN,UK Equity Income,2015-07-31,677.918
Edinburgh Investment Trust,EDIN,UK Equity Income,2015-08-31,688.371
Edinburgh Investment Trust,EDIN,UK Equity Income,2015-09-30,707.902
Edinburgh Investment Trust,EDIN,UK Equity Income,2015-11-01,715.799
Edinburgh Investment Trust,EDIN,UK Equity Income,2015-12-01,716.297
Edinburgh Investment Trust,EDIN,UK Equity Income,2016-01-01,698.805
Edinburgh Investment Trust,EDIN,UK Equity Income,2016-02-01,675.034
Edinburgh Investment Trust,EDIN,UK Equity Income,2016-03-01,662.090
Edinburgh Investment Trust,EDIN,UK Equity Income,2016-03-31,683.307
Edinburgh Investment Trust,EDIN,UK Equity Income,2016-04-30,693.008
Edinburgh Investment Trust,EDIN,UK Equity Income,2016-05-31,664.714
Edinburgh Investment Trust,EDIN,UK Equity Income,2016-06-30,726.894
Edinburgh Investment Trust,EDIN,UK Equity Income,2016-07-31,714.506
Edinburgh Investment Trust,EDIN,UK Equity Income,2016-08-31,720.978
Edinburgh Investment Trust,EDIN,UK Equity Income,2016-09-30,679.154
Edinburgh Investment Trust,EDIN,UK Equity Income,2016-11-01,688.667
Edinburgh Investment Trust,EDIN,UK Equity Income,2016-12-01,735.644
Edinburgh Investment Trust,EDIN,UK Equity Income,2017-01-01,692.153
Edinburgh Investment Trust,EDIN,UK Equity Income,2017-02-01,703.163
Edinburgh Investment Trust,EDIN,UK Equity Income,2017-03-01,710.633
Edinburgh Investment Trust,EDIN,UK Equity Income,2017-03-31,771.906
Edinburgh Investment Trust,EDIN,UK Equity Income,2017-04-30,762.478
Edinburgh Investment Trust,EDIN,UK Equity Income,2017-05-31,738.660
Edinburgh Investment Trust,EDIN,UK Equity Income,2017-06-30,730.193
Edinburgh Investment Trust,EDIN,UK Equity Income,2017-07-31,709.273
Edinburgh Investment Trust,EDIN,UK Equity Income,2017-08-31,764.501
Edinburgh Investment Trust,EDIN,UK Equity Income,2017-09-30,709.273
Edinburgh Investment Trust,EDIN,UK Equity Income,2017-11-01,686.917
Edinburgh Investment Trust,EDIN,UK Equity Income,2017-12-01,768.640
Edinburgh Investment Trust,EDIN,UK Equity Income,2018-01-01,678.449
Edinburgh Investment Trust,EDIN,UK Equity Income,2018-02-01,634.668
Edinburgh Investment Trust,EDIN,UK Equity Income,2018-03-01,706.454
Edinburgh Investment Trust,EDIN,UK Equity Income,2018-03-31,678.507
Edinburgh Investment Trust,EDIN,UK Equity Income,2018-04-30,683.546
Edinburgh Investment Trust,EDIN,UK Equity Income,2018-05-31,750.804
Edinburgh Investment Trust,EDIN,UK Equity Income,2018-06-30,695.596
Edinburgh Investment Trust,EDIN,UK Equity Income,2018-07-31,685.630
Edinburgh Investment Trust,EDIN,UK Equity Income,2018-08-31,751.144
Edinburgh Investment Trust,EDIN,UK Equity Income,2018-09-30,644.771
Edinburgh Investment Trust,EDIN,UK Equity Income,2018-11-01,628.888
Edinburgh Investment Trust,EDIN,UK Equity Income,2018-12-01,596.995
Edinburgh Investment Trust,EDIN,UK Equity Income,2019-01-01,636.861
Edinburgh Investment Trust,EDIN,UK Equity Income,2019-02-01,627.951
Edinburgh Investment Trust,EDIN,UK Equity Income,2019-03-01,698.172
Edinburgh Investment Trust,EDIN,UK Equity Income,2019-03-31,638.916
Edinburgh Investment Trust,EDIN,UK Equity Income,2019-04-30,588.139
Edinburgh Investment Trust,EDIN,UK Equity Income,2019-05-31,657.692
Edinburgh Investment Trust,EDIN,UK Equity Income,2019-06-30,592.219
Edinburgh Investment Trust,EDIN,UK Equity Income,2019-07-31,621.201
Edinburgh Investment Trust,EDIN,UK Equity Income,2019-08-31,589.228
Edinburgh Investment Trust,EDIN,UK Equity Income,2019-09-30,598.200
Edinburgh Investment Trust,EDIN,UK Equity Income,2019-11-01,670.894
Edinburgh Investment Trust,EDIN,UK Equity Income,2019-12-01,624.189
Edinburgh Investment Trust,EDIN,UK Equity Income,2020-01-01,599.262
Edinburgh Investment Trust,EDIN,UK Equity Income,2020-02-01,592.234
Edinburgh Investment Trust,EDIN,UK Equity Income,2020-03-01,432.790
Edinburgh Investment Trust,EDIN,UK Equity Income,2020-03-31,448.745
Edinburgh Investment Trust,EDIN,UK Equity Income,2020-04-30,518.735
Edinburgh Investment Trust,EDIN,UK Equity Income,2020-05-31,462.865
Edinburgh Investment Trust,EDIN,UK Equity Income,2020-06-30,446.904
Edinburgh Investment Trust,EDIN,UK Equity Income,2020-07-31,462.366
Edinburgh Investment Trust,EDIN,UK Equity Income,2020-08-31,441.916
Edinburgh Investment Trust,EDIN,UK Equity Income,2020-09-30,487.624
Edinburgh Investment Trust,EDIN,UK Equity Income,2020-11-01,525.771
Edinburgh Investment Trust,EDIN,UK Equity Income,2020-12-01,544.727
Edinburgh Investment Trust,EDIN,UK Equity Income,2021-01-01,583.137
Edinburgh Investment Trust,EDIN,UK Equity Income,2021-02-01,606.440
Edinburgh Investment Trust,EDIN,UK Equity Income,2021-03-01,598.668
Edinburgh Investment Trust,EDIN,UK Equity Income,2021-03-31,629.599
Edinburgh Investment Trust,EDIN,UK Equity Income,2021-04-30,633.650
Edinburgh Investment Trust,EDIN,UK Equity Income,2021-05-31,606.810
Edinburgh Investment Trust,EDIN,UK Equity Income,2021-06-30,652.132
Edinburgh Investment Trust,EDIN,UK Equity Income,2021-07-31,609.805
Edinburgh Investment Trust,EDIN,UK Equity Income,2021-08-31,608.807
Edinburgh Investment Trust,EDIN,UK Equity Income,2021-09-30,669.378
Edinburgh Investment Trust,EDIN,UK Equity Income,2021-11-01,609.864
Edinburgh Investment Trust,EDIN,UK Equity Income,2021-12-01,626.832
Edinburgh Investment Trust,EDIN,UK Equity Income,2022-01-01,637.812
Edinburgh Investment Trust,EDIN,UK Equity Income,2022-02-01,621.899
Edinburgh Investment Trust,EDIN,UK Equity Income,2022-03-01,632.880
Edinburgh Investment Trust,EDIN,UK Equity Income,2022-03-31,671.811
Edinburgh Investment Trust,EDIN,UK Equity Income,2022-04-30,640.931
Edinburgh Investment Trust,EDIN,UK Equity Income,2022-05-31,596.065
Edinburgh Investment Trust,EDIN,UK Equity Income,2022-06-30,653.904
Edinburgh Investment Trust,EDIN,UK Equity Income,2022-07-31,583.085
Edinburgh Investment Trust,EDIN,UK Equity Income,2022-08-31,552.134
Edinburgh Investment Trust,EDIN,UK Equity Income,2022-09-30,590.074
Edinburgh Investment Trust,EDIN,UK Equity Income,2022-11-01,631.078
Edinburgh Investment Trust,EDIN,UK Equity Income,2022-12-01,643.939
Edinburgh Investment Trust,EDIN,UK Equity Income,2023-01-01,670.021
Edinburgh Investment Trust,EDIN,UK Equity Income,2023-02-01,678.074
Edinburgh Investment Trust,EDIN,UK Equity Income,2023-03-01,659.100
Edinburgh Investment Trust,EDIN,UK Equity Income,2023-03-31,692.933
Edinburgh Investment Trust,EDIN,UK Equity Income,2023-04-30,649.177
Edinburgh Investment Trust,EDIN,UK Equity Income,2023-05-31,638.256
Edinburgh Investment Trust,EDIN,UK Equity Income,2023-06-30,655.236
Edinburgh Investment Trust,EDIN,UK Equity Income,2023-07-31,647.245
Edinburgh Investment Trust,EDIN,UK Equity Income,2023-08-31,686.789
Edinburgh Investment Trust,EDIN,UK Equity Income,2023-09-30,636.258
Edinburgh Investment Trust,EDIN,UK Equity Income,2023-11-01,660.299
Edinburgh Investment Trust,EDIN,UK Equity Income,2023-12-01,705.920
Edinburgh Investment Trust,EDIN,UK Equity Income,2024-01-01,673.285
Edinburgh Investment Trust,EDIN,UK Equity Income,2024-02-01,664.361
Edinburgh Investment Trust,EDIN,UK Equity Income,2024-03-01,735.802
Edinburgh Investment Trust,EDIN,UK Equity Income,2024-03-31,721.306
Edinburgh Investment Trust,EDIN,UK Equity Income,2024-04-30,741.358
Edinburgh Investment Trust,EDIN,UK Equity Income,2024-05-31,760.642
Edinburgh Investment Trust,EDIN,UK Equity Income,2024-06-30,780.397
Edinburgh Investment Trust,EDIN,UK Equity Income,2024-07-31,805.278
Edinburgh Investment Trust,EDIN,UK Equity Income,2024-08-31,749.421
Edinburgh Investment Trust,EDIN,UK Equity Income,2024-09-30,721.511
Edinburgh Investment Trust,EDIN,UK Equity Income,2024-11-01,795.241
Edinburgh Investment Trust,EDIN,UK Equity Income,2024-12-01,743.496
Edinburgh Investment Trust,EDIN,UK Equity Income,2025-01-01,764.551
Edinburgh Investment Trust,EDIN,UK Equity Income,2025-02-01,761.553
Edinburgh Investment Trust,EDIN,UK Equity Income,2025-03-01,739.565
Edinburgh Investment Trust,EDIN,UK Equity Income,2025-03-31,764.551
Edinburgh Investment Trust,EDIN,UK Equity Income,2025-04-30,814.681
Edinburgh Investment Trust,EDIN,UK Equity Income,2025-05-31,798.683
Edinburgh Investment Trust,EDIN,UK Equity Income,2025-06-30,802.682
Edinburgh Investment Trust,EDIN,UK Equity Income,2025-07-31,813.107
Edinburgh Investment Trust,EDIN,UK Equity Income,2025-08-31,799.683
Edinburgh Investment Trust,EDIN,UK Equity Income,2025-09-30,818.750
Edinburgh Investment Trust,EDIN,UK Equity Income,2025-11-01,825.008
Edinburgh Investment Trust,EDIN,UK Equity Income,2025-12-01,821.749
Edinburgh Investment Trust,EDIN,UK Equity Income,2026-01-01,825.106
Edinburgh Investment Trust,EDIN,UK Equity Income,2026-02-01,866.017
Edinburgh Investment Trust,EDIN,UK Equity Income,2026-03-01,772.837
Edinburgh Investment Trust,EDIN,UK Equity Income,2026-03-31,793.916
Edinburgh Investment Trust,EDIN,UK Equity Income,2026-04-30,813.224
Edinburgh Investment Trust,EDIN,UK Equity Income,2026-05-31,800.000
Edinburgh Investment Trust,EDIN,UK Equity Income,2026-06-30,844.000
Edinburgh Investment Trust,EDIN,UK Equity Income,2026-07-31,860.000
Edinburgh Investment Trust,EDIN,UK Equity Income,2026-08-31,835.000
Edinburgh Investment Trust,EDIN,UK Equity Income,2026-09-17,844.000
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2011-09-30,52.788
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2011-11-01,49.764
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2011-12-01,56.557
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2012-01-01,53.991
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2012-02-01,56.990
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2012-03-01,66.461
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2012-03-31,56.340
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2012-04-30,54.266
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2012-05-31,62.693
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2012-06-30,52.992
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2012-07-31,54.392
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2012-08-31,64.348
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2012-09-30,56.092
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2012-11-01,56.666
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2012-12-01,58.891
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2013-01-01,63.494
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2013-02-01,63.344
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2013-03-01,72.139
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2013-03-31,63.993
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2013-04-30,67.768
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2013-05-31,72.920
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2013-06-30,68.644
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2013-07-31,79.609
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2013-08-31,74.594
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2013-09-30,80.993
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2013-11-01,85.825
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2013-12-01,81.493
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2014-01-01,80.996
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2014-02-01,88.896
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2014-03-01,84.196
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2014-03-31,71.996
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2014-04-30,79.004
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2014-05-31,79.347
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2014-06-30,73.097
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2014-07-31,84.711
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2014-08-31,76.697
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2014-09-30,76.997
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2014-11-01,87.695
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2014-12-01,78.597
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2015-01-01,90.182
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2015-02-01,96.566
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2015-03-01,88.400
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2015-03-31,90.600
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2015-04-30,103.446
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2015-05-31,97.800
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2015-06-30,97.750
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2015-07-31,87.800
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2015-08-31,86.050
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2015-09-30,92.790
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2015-11-01,89.650
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2015-12-01,93.150
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2016-01-01,90.072
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2016-02-01,78.750
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2016-03-01,85.050
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2016-03-31,93.706
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2016-04-30,85.350
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2016-05-31,87.100
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2016-06-30,107.446
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2016-07-31,96.800
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2016-08-31,98.800
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2016-09-30,96.600
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2016-11-01,97.400
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2016-12-01,109.538
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2017-01-01,103.300
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2017-02-01,109.400
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2017-03-01,109.000
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2017-03-31,121.212
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2017-04-30,123.400
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2017-05-31,123.650
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2017-06-30,127.000
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2017-07-31,129.400
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2017-08-31,139.612
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2017-09-30,138.100
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2017-11-01,141.800
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2017-12-01,148.544
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2018-01-01,154.800
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2018-02-01,157.200
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2018-03-01,151.220
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2018-03-31,156.800
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2018-04-30,175.600
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2018-05-31,174.872
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2018-06-30,184.000
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2018-07-31,199.600
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2018-08-31,191.390
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2018-09-30,164.400
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2018-11-01,163.600
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2018-12-01,147.600
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2019-01-01,169.200
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2019-02-01,179.680
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2019-03-01,179.280
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2019-03-31,191.300
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2019-04-30,179.800
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2019-05-31,189.510
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2019-06-30,204.400
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2019-07-31,191.870
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2019-08-31,184.000
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2019-09-30,175.400
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2019-11-01,194.630
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2019-12-01,197.100
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2020-01-01,199.100
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2020-02-01,189.260
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2020-03-01,180.200
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2020-03-31,213.500
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2020-04-30,241.380
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2020-05-31,261.000
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2020-06-30,265.000
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2020-07-31,277.000
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2020-08-31,292.000
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2020-09-30,279.900
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2020-11-01,321.500
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2020-12-01,370.000
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2021-01-01,369.260
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2021-02-01,359.780
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2021-03-01,328.000
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2021-03-31,358.000
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2021-04-30,333.000
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2021-05-31,358.000
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2021-06-30,327.120
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2021-07-31,332.000
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2021-08-31,307.500
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2021-09-30,331.640
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2021-11-01,309.000
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2021-12-01,292.500
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2022-01-01,227.500
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2022-02-01,226.500
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2022-03-01,223.000
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2022-03-31,218.060
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2022-04-30,179.000
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2022-05-31,173.800
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2022-06-30,211.660
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2022-07-31,185.800
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2022-08-31,174.400
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2022-09-30,172.600
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2022-11-01,177.000
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2022-12-01,191.320
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2023-01-01,177.400
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2023-02-01,164.800
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2023-03-01,155.200
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2023-03-31,182.060
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2023-04-30,144.600
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2023-05-31,141.000
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2023-06-30,153.200
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2023-07-31,151.200
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2023-08-31,166.510
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2023-09-30,124.800
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2023-11-01,137.600
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2023-12-01,181.110
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2024-01-01,149.000
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2024-02-01,146.000
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2024-03-01,170.410
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2024-03-31,141.800
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2024-04-30,143.600
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2024-05-31,166.690
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2024-06-30,163.000
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2024-07-31,168.080
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2024-08-31,154.800
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2024-09-30,157.400
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2024-11-01,187.730
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2024-12-01,194.600
Edinburgh Worldwide Investment Trust,EWI,Global Smaller Companies,2025-01-01,199.000
